AeroDyn airfoil file Created with QBlade v0.96 64bit on 05.08.2021 at 13:51:26 Compatible with AeroDyn v13.0.
Polar "T1_Re0.500_M0.00_N9.0 360 M" on Foil "T1_Re0.500_M0.00_N9.0" :: generated by QBlade
1              Number of airfoil tables in this file
0              Table ID parameter
14.50          Stall angle (deg)
0              No longer used, enter zero
0              No longer used, enter zero
0              No longer used, enter zero
-4.29          Angle of attack for zero Cn for linear Cn curve (deg)
6.11990        Cn slope for zero lift for linear Cn curve (1/rad)
-0.7789        Cn at stall value for positive angle of attack for linear Cn curve
-0.8396        Cn at stall value for negative angle of attack for linear Cn curve
1.00           Angle of attack for minimum CD (deg)
0.0092         Minimum CD value
   -130.00    0.4042    0.9589
   -129.00    0.3949    0.9864
   -128.00    0.3853    1.0136
   -127.00    0.3753    1.0405
   -126.00    0.3651    1.0672
   -125.00    0.3545    1.0936
   -124.00    0.3438    1.1196
   -123.00    0.3328    1.1452
   -122.00    0.3216    1.1704
   -121.00    0.3103    1.1952
   -120.00    0.2988    1.2195
   -119.00    0.2872    1.2433
   -118.00    0.2754    1.2666
   -117.00    0.2637    1.2894
   -116.00    0.2518    1.3115
   -115.00    0.2399    1.3331
   -114.00    0.2279    1.3540
   -113.00    0.2160    1.3743
   -112.00    0.2040    1.3939
   -111.00    0.1921    1.4128
   -110.00    0.1801    1.4310
   -109.00    0.1682    1.4484
   -108.00    0.1564    1.4650
   -107.00    0.1446    1.4809
   -106.00    0.1328    1.4960
   -105.00    0.1211    1.5102
   -104.00    0.1094    1.5236
   -103.00    0.0979    1.5361
   -102.00    0.0863    1.5478
   -101.00    0.0749    1.5586
   -100.00    0.0635    1.5685
    -99.00    0.0522    1.5775
    -98.00    0.0410    1.5856
    -97.00    0.0299    1.5927
    -96.00    0.0188    1.5989
    -95.00    0.0078    1.6042
    -94.00   -0.0032    1.6085
    -93.00   -0.0141    1.6119
    -92.00   -0.0249    1.6143
    -91.00   -0.0356    1.6157
    -90.00   -0.0463    1.6162
    -89.00   -0.0570    1.6157
    -88.00   -0.0676    1.6143
    -87.00   -0.0782    1.6118
    -86.00   -0.0887    1.6085
    -85.00   -0.0991    1.6042
    -84.00   -0.1096    1.5989
    -83.00   -0.1200    1.5927
    -82.00   -0.1303    1.5855
    -81.00   -0.1406    1.5775
    -80.00   -0.1509    1.5685
    -79.00   -0.1612    1.5586
    -78.00   -0.1714    1.5478
    -77.00   -0.1815    1.5361
    -76.00   -0.1916    1.5235
    -75.00   -0.2017    1.5101
    -74.00   -0.2117    1.4959
    -73.00   -0.2217    1.4808
    -72.00   -0.2316    1.4650
    -71.00   -0.2415    1.4483
    -70.00   -0.2513    1.4309
    -69.00   -0.2610    1.4127
    -68.00   -0.2706    1.3938
    -67.00   -0.2801    1.3742
    -66.00   -0.2895    1.3539
    -65.00   -0.2988    1.3330
    -64.00   -0.3079    1.3114
    -63.00   -0.3169    1.2893
    -62.00   -0.3257    1.2665
    -61.00   -0.3344    1.2432
    -60.00   -0.3429    1.2194
    -59.00   -0.3512    1.1950
    -58.00   -0.3592    1.1702
    -57.00   -0.3671    1.1450
    -56.00   -0.3746    1.1194
    -55.00   -0.3819    1.0933
    -54.00   -0.3889    1.0670
    -53.00   -0.3956    1.0403
    -52.00   -0.4020    1.0133
    -51.00   -0.4080    0.9861
    -50.00   -0.4137    0.9586
    -49.00   -0.4190    0.9310
    -48.00   -0.4238    0.9032
    -47.00   -0.4283    0.8753
    -46.00   -0.4323    0.8473
    -45.00   -0.4359    0.8192
    -44.00   -0.4389    0.7911
    -43.00   -0.4415    0.7630
    -42.00   -0.4436    0.7350
    -41.00   -0.4451    0.7071
    -40.00   -0.4461    0.6792
    -39.00   -0.4466    0.6515
    -38.00   -0.4465    0.6240
    -37.00   -0.4459    0.5967
    -36.00   -0.4446    0.5696
    -35.00   -0.4429    0.5428
    -34.00   -0.4405    0.5163
    -33.00   -0.4376    0.4901
    -32.00   -0.4342    0.4642
    -31.00   -0.4304    0.4388
    -30.00   -0.4261    0.4137
    -29.00   -0.4215    0.3890
    -28.00   -0.4167    0.3648
    -27.00   -0.4118    0.3411
    -26.00   -0.4072    0.3177
    -25.00   -0.4031    0.2948
    -24.00   -0.4001    0.2723
    -23.00   -0.3989    0.2501
    -22.00   -0.4009    0.2281
    -21.00   -0.4078    0.2061
    -20.00   -0.4224    0.1839
    -19.00   -0.4491    0.1611
    -18.00   -0.4941    0.1371
    -17.00   -0.5647    0.1112
    -16.50   -0.7806    0.0783
    -16.00   -0.8648    0.0603
    -15.50   -0.9204    0.0484
    -15.00   -0.9661    0.0407
    -14.50   -1.0168    0.0359
    -14.00   -0.9885    0.0315
    -13.50   -0.9516    0.0289
    -12.50   -0.8545    0.0250
    -12.00   -0.7913    0.0238
    -11.50   -0.7365    0.0209
    -11.00   -0.6929    0.0197
    -10.50   -0.6344    0.0186
    -10.00   -0.5889    0.0177
     -9.50   -0.5418    0.0165
     -9.00   -0.4954    0.0155
     -8.50   -0.4440    0.0149
     -8.00   -0.3930    0.0141
     -7.50   -0.3425    0.0135
     -7.00   -0.2875    0.0131
     -6.50   -0.2374    0.0124
     -6.00   -0.1831    0.0120
     -5.50   -0.1293    0.0116
     -5.00   -0.0764    0.0112
     -4.50   -0.0225    0.0109
     -4.00    0.0315    0.0107
     -3.50    0.0853    0.0104
     -3.00    0.1388    0.0102
     -2.50    0.1921    0.0101
     -2.00    0.2452    0.0100
     -1.50    0.2984    0.0099
     -1.00    0.3514    0.0098
     -0.50    0.4031    0.0098
      0.00    0.4540    0.0095
      0.50    0.5042    0.0093
      1.00    0.5540    0.0092
      1.50    0.6027    0.0092
      2.00    0.6517    0.0093
      2.50    0.7134    0.0097
      3.00    0.7952    0.0099
      3.50    0.8810    0.0104
      4.00    0.9275    0.0106
      4.50    0.9665    0.0108
      5.00    1.0057    0.0112
      5.50    1.0492    0.0114
      6.00    1.0923    0.0117
      6.50    1.1351    0.0122
      7.00    1.1763    0.0124
      7.50    1.2137    0.0129
      8.00    1.2562    0.0134
      8.50    1.2928    0.0140
      9.00    1.3333    0.0146
      9.50    1.3652    0.0156
     10.00    1.4035    0.0163
     10.50    1.4346    0.0175
     11.00    1.4613    0.0189
     11.50    1.4915    0.0203
     12.00    1.5148    0.0221
     12.50    1.5327    0.0244
     13.00    1.5463    0.0272
     13.50    1.5611    0.0300
     14.00    1.5701    0.0335
     14.50    1.5745    0.0377
     15.00    1.5727    0.0427
     15.50    1.5687    0.0482
     16.00    1.5669    0.0538
     16.50    1.5554    0.0605
     17.00    1.5472    0.0671
     17.50    1.5352    0.0743
     18.00    1.5227    0.0818
     18.50    1.5085    0.0897
     19.00    1.5004    0.0968
     19.50    1.4815    0.1054
     20.00    1.4786    0.1121
     20.50    1.4707    0.1195
     21.00    1.4569    0.1279
     21.50    1.4527    0.1347
     22.00    1.4503    0.1415
     22.50    1.4461    0.1485
     23.00    1.4356    0.1567
     23.50    1.4378    0.1628
     24.00    1.4359    0.1699
     24.50    1.4365    0.1765
     25.00    1.4320    0.1841
     26.00    1.3378    0.2724
     27.00    1.3264    0.2991
     28.00    1.3177    0.3264
     29.00    1.3117    0.3543
     30.00    1.3078    0.3826
     31.00    1.3059    0.4113
     32.00    1.3056    0.4404
     33.00    1.3066    0.4698
     34.00    1.3087    0.4996
     35.00    1.3117    0.5296
     36.00    1.3153    0.5599
     37.00    1.3192    0.5905
     38.00    1.3234    0.6212
     39.00    1.3276    0.6521
     40.00    1.3317    0.6832
     41.00    1.3355    0.7144
     42.00    1.3389    0.7456
     43.00    1.3419    0.7769
     44.00    1.3442    0.8082
     45.00    1.3459    0.8395
     46.00    1.3467    0.8708
     47.00    1.3467    0.9020
     48.00    1.3458    0.9330
     49.00    1.3439    0.9640
     50.00    1.3410    0.9947
     51.00    1.3369    1.0252
     52.00    1.3318    1.0555
     53.00    1.3254    1.0855
     54.00    1.3179    1.1152
     55.00    1.3091    1.1446
     56.00    1.2990    1.1735
     57.00    1.2877    1.2021
     58.00    1.2751    1.2302
     59.00    1.2611    1.2578
     60.00    1.2459    1.2849
     61.00    1.2293    1.3115
     62.00    1.2113    1.3375
     63.00    1.1920    1.3628
     64.00    1.1714    1.3876
     65.00    1.1495    1.4117
     66.00    1.1263    1.4351
     67.00    1.1017    1.4577
     68.00    1.0759    1.4797
     69.00    1.0488    1.5008
     70.00    1.0204    1.5211
     71.00    0.9909    1.5407
     72.00    0.9601    1.5593
     73.00    0.9281    1.5771
     74.00    0.8950    1.5941
     75.00    0.8608    1.6101
     76.00    0.8255    1.6251
     77.00    0.7892    1.6392
     78.00    0.7519    1.6524
     79.00    0.7136    1.6645
     80.00    0.6744    1.6757
     81.00    0.6343    1.6859
     82.00    0.5935    1.6950
     83.00    0.5518    1.7031
     84.00    0.5095    1.7102
     85.00    0.4665    1.7162
     86.00    0.4228    1.7211
     87.00    0.3786    1.7250
     88.00    0.3340    1.7278
     89.00    0.2888    1.7295
     90.00    0.2433    1.7302
     91.00    0.1975    1.7298
     92.00    0.1514    1.7283
     93.00    0.1052    1.7257
     94.00    0.0588    1.7221
     95.00    0.0123    1.7174
     96.00   -0.0341    1.7117
     97.00   -0.0805    1.7049
     98.00   -0.1267    1.6970
     99.00   -0.1728    1.6882
    100.00   -0.2186    1.6783
    101.00   -0.2641    1.6674
    102.00   -0.3091    1.6555
    103.00   -0.3537    1.6426
    104.00   -0.3978    1.6288
    105.00   -0.4413    1.6140
    106.00   -0.4841    1.5984
    107.00   -0.5263    1.5818
    108.00   -0.5676    1.5643
    109.00   -0.6081    1.5459
    110.00   -0.6581    1.5268
    111.00   -0.6965    1.5068
    112.00   -0.7339    1.4860
    113.00   -0.7703    1.4645
    114.00   -0.8056    1.4422
    115.00   -0.8397    1.4192
    116.00   -0.8725    1.3955
    117.00   -0.9041    1.3712
    118.00   -0.9344    1.3463
    119.00   -0.9634    1.3208
    120.00   -0.9909    1.2947
    121.00   -1.0170    1.2681
    122.00   -1.0416    1.2411
    123.00   -1.0647    1.2135
    124.00   -1.0863    1.1856
    125.00   -1.1063    1.1573
    126.00   -1.1247    1.1286
    127.00   -1.1415    1.0996
    128.00   -1.1566    1.0703
    129.00   -1.1701    1.0408
    130.00   -1.1819    1.0111
    131.00   -1.1920    0.9812
    132.00   -1.2005    0.9512
    133.00   -1.2072    0.9210
    134.00   -1.2122    0.8909
    135.00   -1.2156    0.8607
    136.00   -1.2172    0.8305
    137.00   -1.2172    0.8004
    138.00   -1.2155    0.7704
    139.00   -1.2122    0.7405
    140.00   -1.2072    0.7107
    141.00   -1.2006    0.6812
    142.00   -1.1924    0.6519
    143.00   -1.1826    0.6229
    144.00   -1.1714    0.5942
    145.00   -1.1586    0.5658
    146.00   -1.1443    0.5379
    147.00   -1.1287    0.5103
    148.00   -1.1117    0.4832
    149.00   -1.0934    0.4565
    150.00   -1.0738    0.4304
    151.00   -1.0530    0.4048
    152.00   -1.0311    0.3797
    153.00   -1.0081    0.3553
    154.00   -0.9841    0.3315
    155.00   -0.9592    0.3084
    156.00   -0.9335    0.2859
    157.00   -0.9071    0.2642
    158.00   -0.8801    0.2432
    159.00   -0.8527    0.2230
    160.00   -0.8249    0.2035
    161.00   -0.7971    0.1849
    162.00   -0.7694    0.1670
    163.00   -0.7421    0.1501
    164.00   -0.7155    0.1340
    165.00   -0.6902    0.1188
    166.00   -0.6665    0.1045
    167.00   -0.6452    0.0911
    168.00   -0.6271    0.0787
    169.00   -0.6127    0.0672
    170.00   -0.6026    0.0566
    171.00   -0.5960    0.0471
    172.00   -0.5903    0.0385
    173.00   -0.5798    0.0309
    174.00   -0.5568    0.0243
    175.00   -0.5149    0.0187
    176.00   -0.4536    0.0141
    177.00   -0.3780    0.0106
    178.00   -0.2953    0.0080
    179.00   -0.2101    0.0065
    180.00   -0.1245    0.0060
