AeroDyn airfoil file Created with QBlade v0.96 64bit on 30.03.2022 at 16:36:34 Compatible with AeroDyn v13.0.
Polar "T1_Re1.000_M0.00_N9.0 360 M" on Foil "T1_Re1.000_M0.00_N9.0" :: generated by QBlade
1              Number of airfoil tables in this file
0              Table ID parameter
15.00          Stall angle (deg)
0              No longer used, enter zero
0              No longer used, enter zero
0              No longer used, enter zero
-2.87          Angle of attack for zero Cn for linear Cn curve (deg)
6.17626        Cn slope for zero lift for linear Cn curve (1/rad)
-0.7210        Cn at stall value for positive angle of attack for linear Cn curve
-0.7523        Cn at stall value for negative angle of attack for linear Cn curve
2.50           Angle of attack for minimum CD (deg)
0.0124         Minimum CD value
    -80.00   -0.2135    1.4938
    -79.00   -0.2273    1.4843
    -78.00   -0.2409    1.4740
    -77.00   -0.2543    1.4629
    -76.00   -0.2675    1.4509
    -75.00   -0.2805    1.4381
    -74.00   -0.2933    1.4245
    -73.00   -0.3058    1.4101
    -72.00   -0.3181    1.3950
    -71.00   -0.3302    1.3791
    -70.00   -0.3420    1.3625
    -69.00   -0.3535    1.3451
    -68.00   -0.3648    1.3271
    -67.00   -0.3757    1.3084
    -66.00   -0.3864    1.2890
    -65.00   -0.3967    1.2690
    -64.00   -0.4067    1.2485
    -63.00   -0.4164    1.2273
    -62.00   -0.4257    1.2056
    -61.00   -0.4347    1.1834
    -60.00   -0.4433    1.1607
    -59.00   -0.4515    1.1375
    -58.00   -0.4593    1.1138
    -57.00   -0.4668    1.0897
    -56.00   -0.4737    1.0653
    -55.00   -0.4803    1.0405
    -54.00   -0.4864    1.0153
    -53.00   -0.4921    0.9899
    -52.00   -0.4973    0.9642
    -51.00   -0.5020    0.9382
    -50.00   -0.5062    0.9121
    -49.00   -0.5099    0.8857
    -48.00   -0.5131    0.8593
    -47.00   -0.5157    0.8327
    -46.00   -0.5179    0.8060
    -45.00   -0.5194    0.7793
    -44.00   -0.5205    0.7525
    -43.00   -0.5209    0.7258
    -42.00   -0.5208    0.6991
    -41.00   -0.5201    0.6725
    -40.00   -0.5189    0.6460
    -39.00   -0.5170    0.6196
    -38.00   -0.5146    0.5935
    -37.00   -0.5115    0.5675
    -36.00   -0.5079    0.5417
    -35.00   -0.5037    0.5162
    -34.00   -0.4990    0.4910
    -33.00   -0.4937    0.4662
    -32.00   -0.4879    0.4416
    -31.00   -0.4816    0.4175
    -30.00   -0.4748    0.3937
    -29.00   -0.4676    0.3704
    -28.00   -0.4602    0.3475
    -27.00   -0.4525    0.3251
    -26.00   -0.4449    0.3031
    -25.00   -0.4374    0.2816
    -24.00   -0.4304    0.2606
    -23.00   -0.4244    0.2400
    -22.00   -0.4201    0.2199
    -21.00   -0.4184    0.2002
    -20.00   -0.7508    0.1370
    -19.50   -0.7341    0.1343
    -19.00   -0.7172    0.1317
    -18.50   -0.6906    0.1258
    -18.00   -0.6572    0.1200
    -17.50   -0.6069    0.1179
     -7.00   -0.4018    0.0168
     -6.50   -0.3700    0.0155
     -6.00   -0.3221    0.0149
     -5.50   -0.2749    0.0147
     -5.00   -0.2281    0.0146
     -4.50   -0.1766    0.0145
     -4.00   -0.1219    0.0143
     -3.50   -0.0673    0.0143
     -3.00   -0.0135    0.0143
     -2.50    0.0392    0.0144
     -2.00    0.0915    0.0145
     -1.50    0.1446    0.0147
     -1.00    0.2005    0.0147
     -0.50    0.2569    0.0147
      0.00    0.3196    0.0138
      0.50    0.3844    0.0130
      1.00    0.4460    0.0127
      1.50    0.5069    0.0125
      2.00    0.5672    0.0124
      2.50    0.6271    0.0124
      3.00    0.6866    0.0125
      3.50    0.7456    0.0125
      4.00    0.8042    0.0126
      4.50    0.8623    0.0128
      5.00    0.9198    0.0129
      5.50    0.9766    0.0131
      6.00    1.0327    0.0133
      6.50    1.0877    0.0136
      7.00    1.1420    0.0139
      7.50    1.1956    0.0143
      8.00    1.2489    0.0149
      8.50    1.3024    0.0160
      9.00    1.3520    0.0163
      9.50    1.4003    0.0168
     10.00    1.4477    0.0170
     10.50    1.4939    0.0171
     11.00    1.5357    0.0173
     11.50    1.5823    0.0175
     12.00    1.6286    0.0178
     12.50    1.6690    0.0185
     13.00    1.7045    0.0194
     13.50    1.7238    0.0212
     14.00    1.7592    0.0224
     14.50    1.7946    0.0236
     15.00    1.8259    0.0252
     15.50    1.7915    0.0312
     16.00    1.7186    0.0420
     16.50    1.6302    0.0560
     17.00    1.5564    0.0695
     17.50    1.4729    0.0853
     18.00    1.4079    0.1000
     18.50    1.3931    0.1080
     19.00    1.3329    0.1224
     19.50    1.3368    0.1283
     20.00    1.3559    0.1317
     20.50    1.3643    0.1361
     21.00    1.3788    0.1402
     21.50    1.3422    0.1521
     22.00    1.3559    0.1566
     22.50    1.3738    0.1608
     23.00    1.3976    0.1641
     23.50    1.4168    0.1680
     24.00    1.4273    0.1734
     24.50    1.4000    0.1862
     25.00    1.4120    0.1920
     26.00    0.8453    0.3044
     27.00    0.8523    0.3285
     28.00    0.8626    0.3528
     29.00    0.8751    0.3774
     30.00    0.8889    0.4024
     31.00    0.9035    0.4277
     32.00    0.9185    0.4534
     33.00    0.9336    0.4795
     34.00    0.9485    0.5059
     35.00    0.9631    0.5326
     36.00    0.9772    0.5596
     37.00    0.9907    0.5870
     38.00    1.0035    0.6145
     39.00    1.0156    0.6423
     40.00    1.0268    0.6703
     41.00    1.0372    0.6985
     42.00    1.0467    0.7268
     43.00    1.0551    0.7553
     44.00    1.0626    0.7837
     45.00    1.0690    0.8123
     46.00    1.0743    0.8408
     47.00    1.0785    0.8693
     48.00    1.0816    0.8978
     49.00    1.0836    0.9262
     50.00    1.0843    0.9544
     51.00    1.0839    0.9824
     52.00    1.0823    1.0103
     53.00    1.0795    1.0379
     54.00    1.0754    1.0653
     55.00    1.0702    1.0924
     56.00    1.0636    1.1191
     57.00    1.0559    1.1455
     58.00    1.0468    1.1715
     59.00    1.0366    1.1970
     60.00    1.0251    1.2221
     61.00    1.0123    1.2467
     62.00    0.9984    1.2708
     63.00    0.9832    1.2943
     64.00    0.9667    1.3172
     65.00    0.9491    1.3396
     66.00    0.9303    1.3612
     67.00    0.9103    1.3823
     68.00    0.8892    1.4026
     69.00    0.8669    1.4222
     70.00    0.8435    1.4411
     71.00    0.8190    1.4592
     72.00    0.7934    1.4765
     73.00    0.7668    1.4930
     74.00    0.7392    1.5087
     75.00    0.7106    1.5235
     76.00    0.6810    1.5375
     77.00    0.6506    1.5506
     78.00    0.6192    1.5628
     79.00    0.5870    1.5740
     80.00    0.5541    1.5844
     81.00    0.5203    1.5937
     82.00    0.4858    1.6022
     83.00    0.4507    1.6096
     84.00    0.4149    1.6161
     85.00    0.3786    1.6216
     86.00    0.3417    1.6261
     87.00    0.3043    1.6297
     88.00    0.2665    1.6322
     89.00    0.2283    1.6337
     90.00    0.1897    1.6342
     91.00    0.1509    1.6337
     92.00    0.1118    1.6322
     93.00    0.0726    1.6297
     94.00    0.0332    1.6262
     95.00   -0.0062    1.6217
     96.00   -0.0457    1.6162
     97.00   -0.0851    1.6097
     98.00   -0.1244    1.6022
     99.00   -0.1635    1.5938
    100.00   -0.2024    1.5844
    101.00   -0.2411    1.5741
    102.00   -0.2794    1.5628
    103.00   -0.3174    1.5507
    104.00   -0.3549    1.5376
    105.00   -0.3919    1.5236
    106.00   -0.4284    1.5088
    107.00   -0.4643    1.4931
    108.00   -0.4995    1.4766
    109.00   -0.5340    1.4593
    110.00   -0.5677    1.4412
    111.00   -0.6007    1.4224
    112.00   -0.6328    1.4028
    113.00   -0.6640    1.3825
    114.00   -0.6942    1.3614
    115.00   -0.7235    1.3398
    116.00   -0.7517    1.3175
    117.00   -0.7788    1.2945
    118.00   -0.8067    1.2710
    119.00   -0.8316    1.2470
    120.00   -0.8553    1.2224
    121.00   -0.8778    1.1973
    122.00   -0.8990    1.1718
    123.00   -0.9190    1.1459
    124.00   -0.9376    1.1195
    125.00   -0.9549    1.0928
    126.00   -0.9708    1.0658
    127.00   -0.9854    1.0384
    128.00   -0.9985    1.0108
    129.00   -1.0102    0.9830
    130.00   -1.0205    0.9550
    131.00   -1.0294    0.9268
    132.00   -1.0368    0.8985
    133.00   -1.0428    0.8701
    134.00   -1.0473    0.8416
    135.00   -1.0503    0.8132
    136.00   -1.0519    0.7847
    137.00   -1.0521    0.7563
    138.00   -1.0508    0.7280
    139.00   -1.0480    0.6998
    140.00   -1.0439    0.6717
    141.00   -1.0383    0.6439
    142.00   -1.0314    0.6163
    143.00   -1.0231    0.5889
    144.00   -1.0135    0.5618
    145.00   -1.0026    0.5350
    146.00   -0.9903    0.5086
    147.00   -0.9769    0.4826
    148.00   -0.9622    0.4570
    149.00   -0.9463    0.4318
    150.00   -0.9293    0.4071
    151.00   -0.9112    0.3830
    152.00   -0.8921    0.3593
    153.00   -0.8719    0.3363
    154.00   -0.8508    0.3138
    155.00   -0.8288    0.2919
    156.00   -0.8060    0.2707
    157.00   -0.7823    0.2502
    158.00   -0.7580    0.2303
    159.00   -0.7330    0.2112
    160.00   -0.7074    0.1928
    161.00   -0.6813    0.1752
    162.00   -0.6548    0.1584
    163.00   -0.6279    0.1423
    164.00   -0.6007    0.1271
    165.00   -0.5734    0.1127
    166.00   -0.5461    0.0992
    167.00   -0.5187    0.0865
    168.00   -0.4915    0.0748
    169.00   -0.4645    0.0639
    170.00   -0.4378    0.0539
    171.00   -0.4114    0.0449
    172.00   -0.3852    0.0367
    173.00   -0.3591    0.0296
    174.00   -0.3326    0.0233
    175.00   -0.3048    0.0180
    176.00   -0.2744    0.0137
    177.00   -0.2392    0.0103
    178.00   -0.1966    0.0079
    179.00   -0.1439    0.0065
    180.00   -0.0792    0.0060
