AeroDyn airfoil file Created with QBlade v0.96 64bit on 30.03.2022 at 16:37:00 Compatible with AeroDyn v13.0.
Polar "T1_Re1.000_M0.00_N9.0 360 M" on Foil "T1_Re1.000_M0.00_N9.0" :: generated by QBlade
1              Number of airfoil tables in this file
0              Table ID parameter
11.00          Stall angle (deg)
0              No longer used, enter zero
0              No longer used, enter zero
0              No longer used, enter zero
-4.82          Angle of attack for zero Cn for linear Cn curve (deg)
7.01699        Cn slope for zero lift for linear Cn curve (1/rad)
-0.5433        Cn at stall value for positive angle of attack for linear Cn curve
-0.7228        Cn at stall value for negative angle of attack for linear Cn curve
-8.50          Angle of attack for minimum CD (deg)
0.0096         Minimum CD value
    -97.00    0.0135    1.5461
    -96.00    0.0085    1.5521
    -95.00    0.0035    1.5572
    -94.00   -0.0013    1.5614
    -93.00   -0.0061    1.5646
    -92.00   -0.0108    1.5670
    -91.00   -0.0155    1.5684
    -90.00   -0.0202    1.5688
    -89.00   -0.0248    1.5684
    -88.00   -0.0295    1.5670
    -87.00   -0.0342    1.5646
    -86.00   -0.0390    1.5614
    -85.00   -0.0438    1.5572
    -84.00   -0.0487    1.5521
    -83.00   -0.0537    1.5461
    -82.00   -0.0588    1.5391
    -81.00   -0.0639    1.5313
    -80.00   -0.0692    1.5226
    -79.00   -0.0747    1.5130
    -78.00   -0.0802    1.5026
    -77.00   -0.0860    1.4912
    -76.00   -0.0918    1.4791
    -75.00   -0.0978    1.4661
    -74.00   -0.1040    1.4523
    -73.00   -0.1103    1.4377
    -72.00   -0.1168    1.4223
    -71.00   -0.1235    1.4062
    -70.00   -0.1303    1.3893
    -69.00   -0.1372    1.3717
    -68.00   -0.1443    1.3534
    -67.00   -0.1515    1.3344
    -66.00   -0.1589    1.3147
    -65.00   -0.1664    1.2944
    -64.00   -0.1740    1.2735
    -63.00   -0.1817    1.2520
    -62.00   -0.1894    1.2300
    -61.00   -0.1973    1.2074
    -60.00   -0.2051    1.1843
    -59.00   -0.2130    1.1607
    -58.00   -0.2210    1.1367
    -57.00   -0.2289    1.1122
    -56.00   -0.2368    1.0873
    -55.00   -0.2446    1.0621
    -54.00   -0.2523    1.0365
    -53.00   -0.2600    1.0107
    -52.00   -0.2675    0.9845
    -51.00   -0.2749    0.9581
    -50.00   -0.2821    0.9315
    -49.00   -0.2890    0.9047
    -48.00   -0.2958    0.8777
    -47.00   -0.3023    0.8506
    -46.00   -0.3085    0.8235
    -45.00   -0.3144    0.7962
    -44.00   -0.3199    0.7690
    -43.00   -0.3251    0.7418
    -42.00   -0.3299    0.7146
    -41.00   -0.3343    0.6874
    -40.00   -0.3382    0.6604
    -39.00   -0.3417    0.6335
    -38.00   -0.3447    0.6068
    -37.00   -0.3472    0.5803
    -36.00   -0.3491    0.5541
    -35.00   -0.3506    0.5280
    -34.00   -0.3515    0.5023
    -33.00   -0.3519    0.4769
    -32.00   -0.3518    0.4519
    -31.00   -0.3512    0.4272
    -30.00   -0.3502    0.4029
    -29.00   -0.3487    0.3790
    -28.00   -0.3470    0.3556
    -27.00   -0.3452    0.3326
    -26.00   -0.3433    0.3101
    -25.00   -0.3419    0.2880
    -24.00   -0.3413    0.2664
    -23.00   -0.3421    0.2451
    -22.00   -0.3455    0.2242
    -21.00   -0.3529    0.2035
    -20.00   -0.8745    0.1228
    -19.50   -0.8733    0.1171
    -19.00   -0.8722    0.1115
    -18.50   -0.8624    0.1072
    -18.00   -0.8497    0.1033
    -17.50   -0.8351    0.0997
    -17.00   -0.8253    0.0956
    -16.50   -0.8159    0.0915
    -16.00   -0.8114    0.0868
    -15.50   -0.7970    0.0834
    -15.00   -0.7798    0.0804
    -14.50   -0.7626    0.0776
    -14.00   -0.7426    0.0752
    -13.50   -0.7259    0.0727
    -13.00   -0.6961    0.0699
    -12.50   -0.6604    0.0666
    -12.00   -0.6217    0.0634
    -11.50   -0.5813    0.0601
    -11.00   -0.5425    0.0565
    -10.50   -0.5362    0.0495
    -10.00   -0.4891    0.0427
     -9.50   -0.4875    0.0384
     -9.00   -0.5222    0.0321
     -8.50   -0.4479    0.0096
     -8.00   -0.3851    0.0098
     -7.50   -0.3270    0.0106
     -7.00   -0.2682    0.0111
     -6.50   -0.2088    0.0116
     -6.00   -0.1438    0.0110
     -5.50   -0.0816    0.0110
     -5.00   -0.0218    0.0113
     -4.50    0.0391    0.0115
     -4.00    0.0995    0.0117
     -3.50    0.1609    0.0118
     -3.00    0.2236    0.0117
     -2.50    0.2859    0.0117
     -2.00    0.3474    0.0117
     -1.50    0.4088    0.0117
     -1.00    0.4711    0.0117
     -0.50    0.5329    0.0116
      0.00    0.5941    0.0117
      0.50    0.6546    0.0118
      1.00    0.7143    0.0119
      1.50    0.7755    0.0119
      2.00    0.8364    0.0119
      2.50    0.8969    0.0119
      3.00    0.9567    0.0120
      3.50    1.0157    0.0122
      4.00    1.0748    0.0123
      4.50    1.1338    0.0124
      5.00    1.1922    0.0125
      5.50    1.2502    0.0126
      6.00    1.3064    0.0128
      6.50    1.3621    0.0130
      7.00    1.4180    0.0133
      7.50    1.4740    0.0133
      8.00    1.5288    0.0134
      8.50    1.5817    0.0136
      9.00    1.6277    0.0139
      9.50    1.6706    0.0145
     10.00    1.7229    0.0145
     10.50    1.7600    0.0154
     11.00    1.7632    0.0177
     11.50    1.7585    0.0212
     12.00    1.7596    0.0244
     12.50    1.7614    0.0281
     13.00    1.7626    0.0324
     13.50    1.7623    0.0375
     14.00    1.7516    0.0443
     14.50    1.7369    0.0521
     15.00    1.7148    0.0608
     15.50    1.6934    0.0698
     16.00    1.6690    0.0793
     16.50    1.6526    0.0879
     17.00    1.6323    0.0973
     17.50    1.6288    0.1043
     18.00    1.6179    0.1124
     18.50    1.6178    0.1189
     19.00    1.6126    0.1264
     19.50    1.6112    0.1333
     20.00    1.6106    0.1401
     20.50    1.6133    0.1464
     21.50    1.6296    0.1571
     22.00    1.6218    0.1653
     22.50    1.6250    0.1717
     23.00    1.6207    0.1794
     23.50    1.6219    0.1862
     24.00    1.6063    0.1963
     24.50    1.6046    0.2039
     25.00    1.6011    0.2117
     26.00    1.2468    0.2919
     27.00    1.2420    0.3175
     28.00    1.2411    0.3435
     29.00    1.2432    0.3699
     30.00    1.2478    0.3967
     31.00    1.2544    0.4239
     32.00    1.2625    0.4515
     33.00    1.2718    0.4793
     34.00    1.2819    0.5075
     35.00    1.2925    0.5361
     36.00    1.3033    0.5648
     37.00    1.3142    0.5939
     38.00    1.3249    0.6231
     39.00    1.3353    0.6526
     40.00    1.3453    0.6822
     41.00    1.3547    0.7120
     42.00    1.3633    0.7419
     43.00    1.3711    0.7719
     44.00    1.3780    0.8019
     45.00    1.3839    0.8319
     46.00    1.3888    0.8619
     47.00    1.3925    0.8919
     48.00    1.3950    0.9218
     49.00    1.3962    0.9516
     50.00    1.3961    0.9812
     51.00    1.3947    1.0106
     52.00    1.3919    1.0398
     53.00    1.3878    1.0688
     54.00    1.3821    1.0975
     55.00    1.3750    1.1258
     56.00    1.3664    1.1538
     57.00    1.3563    1.1814
     58.00    1.3447    1.2086
     59.00    1.3315    1.2354
     60.00    1.3168    1.2616
     61.00    1.3006    1.2873
     62.00    1.2829    1.3125
     63.00    1.2636    1.3371
     64.00    1.2428    1.3611
     65.00    1.2204    1.3845
     66.00    1.1966    1.4071
     67.00    1.1713    1.4291
     68.00    1.1445    1.4504
     69.00    1.1163    1.4709
     70.00    1.0866    1.4906
     71.00    1.0556    1.5096
     72.00    1.0232    1.5277
     73.00    0.9894    1.5449
     74.00    0.9544    1.5614
     75.00    0.9181    1.5769
     76.00    0.8806    1.5915
     77.00    0.8419    1.6052
     78.00    0.8021    1.6179
     79.00    0.7612    1.6297
     80.00    0.7193    1.6405
     81.00    0.6764    1.6504
     82.00    0.6326    1.6592
     83.00    0.5879    1.6670
     84.00    0.5424    1.6738
     85.00    0.4961    1.6796
     86.00    0.4492    1.6844
     87.00    0.4016    1.6881
     88.00    0.3535    1.6907
     89.00    0.3049    1.6924
     90.00    0.2559    1.6929
     91.00    0.2065    1.6924
     92.00    0.1568    1.6909
     93.00    0.1069    1.6884
     94.00    0.0569    1.6847
     95.00    0.0067    1.6801
     96.00   -0.0434    1.6744
     97.00   -0.0934    1.6677
     98.00   -0.1433    1.6600
     99.00   -0.1930    1.6512
    100.00   -0.2424    1.6415
    101.00   -0.2914    1.6308
    102.00   -0.3400    1.6191
    103.00   -0.3881    1.6065
    104.00   -0.4356    1.5929
    105.00   -0.4824    1.5784
    106.00   -0.5285    1.5630
    107.00   -0.5739    1.5467
    108.00   -0.6183    1.5296
    109.00   -0.6618    1.5116
    110.00   -0.7043    1.4928
    111.00   -0.7458    1.4732
    112.00   -0.7861    1.4528
    113.00   -0.8253    1.4317
    114.00   -0.8632    1.4099
    115.00   -0.8997    1.3874
    116.00   -0.9350    1.3642
    117.00   -0.9688    1.3404
    118.00   -1.0012    1.3160
    119.00   -1.0320    1.2910
    120.00   -1.0613    1.2654
    121.00   -1.0890    1.2394
    122.00   -1.1151    1.2129
    123.00   -1.1394    1.1860
    124.00   -1.1621    1.1586
    125.00   -1.1831    1.1309
    126.00   -1.2023    1.1028
    127.00   -1.2197    1.0744
    128.00   -1.2352    1.0458
    129.00   -1.2490    1.0169
    130.00   -1.2609    0.9878
    131.00   -1.2710    0.9586
    132.00   -1.2792    0.9292
    133.00   -1.2856    0.8998
    134.00   -1.2901    0.8702
    135.00   -1.2927    0.8407
    136.00   -1.2935    0.8112
    137.00   -1.2925    0.7818
    138.00   -1.2896    0.7524
    139.00   -1.2849    0.7232
    140.00   -1.2785    0.6941
    141.00   -1.2794    0.6653
    142.00   -1.2696    0.6366
    143.00   -1.2581    0.6083
    144.00   -1.2449    0.5802
    145.00   -1.2302    0.5525
    146.00   -1.2139    0.5252
    147.00   -1.1960    0.4982
    148.00   -1.1767    0.4717
    149.00   -1.1559    0.4457
    150.00   -1.1338    0.4201
    151.00   -1.1103    0.3951
    152.00   -1.0856    0.3707
    153.00   -1.0596    0.3468
    154.00   -1.0325    0.3236
    155.00   -1.0044    0.3010
    156.00   -0.9752    0.2791
    157.00   -0.9451    0.2579
    158.00   -0.9141    0.2374
    159.00   -0.8823    0.2176
    160.00   -0.8497    0.1986
    161.00   -0.8165    0.1804
    162.00   -0.7827    0.1631
    163.00   -0.7483    0.1465
    164.00   -0.7135    0.1308
    165.00   -0.6783    0.1160
    166.00   -0.6427    0.1020
    167.00   -0.6069    0.0890
    168.00   -0.5709    0.0768
    169.00   -0.5348    0.0656
    170.00   -0.4985    0.0553
    171.00   -0.4623    0.0460
    172.00   -0.4260    0.0377
    173.00   -0.3897    0.0303
    174.00   -0.3535    0.0238
    175.00   -0.3173    0.0184
    176.00   -0.2812    0.0139
    177.00   -0.2451    0.0105
    178.00   -0.2090    0.0080
    179.00   -0.1727    0.0065
    180.00   -0.1362    0.0060
