AeroDyn airfoil file Created with QBlade v0.96 64bit on 04.10.2021 at 17:51:07 Compatible with AeroDyn v13.0.
Polar "Middle_T1_Re8.5_M0.00_N9.0 360 M" on Foil "Middle_T1_Re8.5_M0.00_N9.0" :: generated by QBlade
1              Number of airfoil tables in this file
0              Table ID parameter
15.50          Stall angle (deg)
0              No longer used, enter zero
0              No longer used, enter zero
0              No longer used, enter zero
-1.27          Angle of attack for zero Cn for linear Cn curve (deg)
6.66516        Cn slope for zero lift for linear Cn curve (1/rad)
-0.5471        Cn at stall value for positive angle of attack for linear Cn curve
-0.7701        Cn at stall value for negative angle of attack for linear Cn curve
-5.00          Angle of attack for minimum CD (deg)
0.0094         Minimum CD value
    -28.00   -0.5723    0.3661
    -27.00   -0.5599    0.3425
    -26.00   -0.5472    0.3195
    -25.00   -0.5343    0.2970
    -24.00   -0.5213    0.2751
    -23.00   -0.5086    0.2538
    -22.00   -0.4963    0.2331
    -21.00   -0.4850    0.2131
    -20.00   -0.4752    0.1935
    -19.00   -0.4678    0.1746
    -18.00   -0.4644    0.1561
    -17.00   -0.4668    0.1380
    -16.00   -0.4785    0.1202
    -15.00   -0.5042    0.1024
    -14.00   -0.5503    0.0844
    -13.00   -0.6232    0.0662
    -12.00   -0.7218    0.0484
    -11.00   -0.8233    0.0327
    -10.00   -0.8806    0.0218
     -9.00   -0.8597    0.0164
     -8.00   -0.7756    0.0146
     -7.00   -0.6646    0.0141
     -6.00   -0.5487    0.0138
     -5.00   -0.4409    0.0094
     -4.50   -0.3807    0.0100
     -4.00   -0.3194    0.0108
     -3.50   -0.2609    0.0109
     -3.00   -0.2025    0.0109
     -2.50   -0.1440    0.0110
     -2.00   -0.0855    0.0111
     -1.50   -0.0271    0.0112
     -1.00    0.0308    0.0113
     -0.50    0.0891    0.0114
      0.00    0.1473    0.0115
      0.50    0.2054    0.0117
      1.00    0.2619    0.0120
      1.50    0.3193    0.0123
      2.00    0.3760    0.0127
      2.50    0.4321    0.0130
      3.00    0.4929    0.0127
      3.50    0.5553    0.0120
      4.00    0.6175    0.0113
      4.50    0.6785    0.0107
      5.00    0.7387    0.0103
      5.50    0.7957    0.0100
      6.00    0.8540    0.0096
      6.50    0.8791    0.0110
      7.00    0.9044    0.0126
      7.50    0.9291    0.0140
      8.00    0.9468    0.0151
      8.50    0.9659    0.0166
      9.00    0.9852    0.0181
      9.50    1.0011    0.0202
     10.00    1.0089    0.0234
     10.50    1.0315    0.0258
     11.00    1.0627    0.0276
     11.50    1.0757    0.0308
     12.00    1.0870    0.0342
     12.50    1.0927    0.0383
     13.00    1.1021    0.0419
     13.50    1.1055    0.0466
     14.00    1.1157    0.0508
     14.50    1.1272    0.0550
     15.00    1.1362    0.0595
     15.50    1.1371    0.0652
     16.00    1.1332    0.0715
     16.50    1.1206    0.0796
     17.00    1.0849    0.0919
     17.50    1.0382    0.1071
     18.00    1.0244    0.1176
     18.50    1.0126    0.1283
     19.00    0.9672    0.1457
     20.00    0.8483    0.2035
     20.50    0.8222    0.2286
     21.00    0.8338    0.2378
     21.50    0.8443    0.2480
     22.00    0.8484    0.2620
     22.50    0.8426    0.2831
     23.00    0.8440    0.3000
     23.50    0.8465    0.3155
     24.00    0.8455    0.2572
     25.00    0.8494    0.2802
     26.00    0.8547    0.3038
     27.00    0.8611    0.3280
     28.00    0.8684    0.3527
     29.00    0.8763    0.3779
     30.00    0.8847    0.4036
     31.00    0.8933    0.4298
     32.00    0.9022    0.4564
     33.00    0.9111    0.4833
     34.00    0.9199    0.5107
     35.00    0.9285    0.5384
     36.00    0.9368    0.5664
     37.00    0.9447    0.5946
     38.00    0.9522    0.6232
     39.00    0.9592    0.6519
     40.00    0.9657    0.6809
     41.00    0.9715    0.7099
     42.00    0.9766    0.7391
     43.00    0.9810    0.7684
     44.00    0.9846    0.7978
     45.00    0.9875    0.8271
     46.00    0.9895    0.8565
     47.00    0.9906    0.8858
     48.00    0.9909    0.9150
     49.00    0.9903    0.9441
     50.00    0.9887    0.9730
     51.00    0.9862    1.0018
     52.00    0.9827    1.0303
     53.00    0.9782    1.0586
     54.00    0.9727    1.0866
     55.00    0.9662    1.1143
     56.00    0.9587    1.1416
     57.00    0.9502    1.1685
     58.00    0.9407    1.1950
     59.00    0.9301    1.2211
     60.00    0.9186    1.2467
     61.00    0.9060    1.2718
     62.00    0.8924    1.2963
     63.00    0.8778    1.3203
     64.00    0.8622    1.3436
     65.00    0.8456    1.3663
     66.00    0.8280    1.3884
     67.00    0.8094    1.4098
     68.00    0.7899    1.4305
     69.00    0.7695    1.4504
     70.00    0.7481    1.4696
     71.00    0.7258    1.4880
     72.00    0.7027    1.5057
     73.00    0.6787    1.5224
     74.00    0.6538    1.5384
     75.00    0.6282    1.5534
     76.00    0.6017    1.5676
     77.00    0.5746    1.5809
     78.00    0.5466    1.5933
     79.00    0.5180    1.6048
     80.00    0.4888    1.6153
     81.00    0.4588    1.6248
     82.00    0.4283    1.6334
     83.00    0.3973    1.6410
     84.00    0.3657    1.6476
     85.00    0.3336    1.6532
     86.00    0.3011    1.6578
     87.00    0.2682    1.6614
     88.00    0.2349    1.6640
     89.00    0.2013    1.6656
     90.00    0.1674    1.6661
     91.00    0.1333    1.6657
     92.00    0.0990    1.6642
     93.00    0.0645    1.6617
     94.00    0.0300    1.6582
     95.00   -0.0046    1.6536
     96.00   -0.0393    1.6481
     97.00   -0.0739    1.6416
     98.00   -0.1084    1.6341
     99.00   -0.1428    1.6256
    100.00   -0.1770    1.6162
    101.00   -0.2110    1.6058
    102.00   -0.2448    1.5944
    103.00   -0.2782    1.5822
    104.00   -0.3112    1.5690
    105.00   -0.3439    1.5549
    106.00   -0.3761    1.5399
    107.00   -0.4078    1.5241
    108.00   -0.4390    1.5074
    109.00   -0.4695    1.4899
    110.00   -0.4995    1.4717
    111.00   -0.5287    1.4526
    112.00   -0.5573    1.4328
    113.00   -0.5851    1.4122
    114.00   -0.6121    1.3910
    115.00   -0.6383    1.3690
    116.00   -0.6636    1.3465
    117.00   -0.6879    1.3232
    118.00   -0.7114    1.2994
    119.00   -0.7338    1.2751
    120.00   -0.7553    1.2502
    121.00   -0.7757    1.2248
    122.00   -0.7950    1.1989
    123.00   -0.8133    1.1726
    124.00   -0.8304    1.1458
    125.00   -0.8463    1.1187
    126.00   -0.8611    1.0913
    127.00   -0.8747    1.0635
    128.00   -0.8870    1.0355
    129.00   -0.8982    1.0072
    130.00   -0.9145    0.9787
    131.00   -0.9232    0.9500
    132.00   -0.9306    0.9212
    133.00   -0.9368    0.8923
    134.00   -0.9417    0.8634
    135.00   -0.9452    0.8344
    136.00   -0.9475    0.8054
    137.00   -0.9485    0.7764
    138.00   -0.9482    0.7475
    139.00   -0.9467    0.7188
    140.00   -0.9438    0.6902
    141.00   -0.9397    0.6617
    142.00   -0.9343    0.6335
    143.00   -0.9276    0.6055
    144.00   -0.9198    0.5778
    145.00   -0.9106    0.5504
    146.00   -0.9003    0.5234
    147.00   -0.8888    0.4968
    148.00   -0.8762    0.4705
    149.00   -0.8624    0.4448
    150.00   -0.8475    0.4195
    151.00   -0.8315    0.3947
    152.00   -0.8145    0.3704
    153.00   -0.7964    0.3467
    154.00   -0.7773    0.3237
    155.00   -0.7573    0.3012
    156.00   -0.7364    0.2794
    157.00   -0.7146    0.2583
    158.00   -0.6919    0.2378
    159.00   -0.6684    0.2181
    160.00   -0.6442    0.1992
    161.00   -0.6193    0.1810
    162.00   -0.5936    0.1637
    163.00   -0.5673    0.1471
    164.00   -0.5405    0.1314
    165.00   -0.5130    0.1166
    166.00   -0.4851    0.1026
    167.00   -0.4566    0.0895
    168.00   -0.4278    0.0773
    169.00   -0.3985    0.0661
    170.00   -0.3687    0.0557
    171.00   -0.3386    0.0464
    172.00   -0.3081    0.0379
    173.00   -0.2772    0.0305
    174.00   -0.2457    0.0240
    175.00   -0.2137    0.0185
    176.00   -0.1809    0.0140
    177.00   -0.1472    0.0105
    178.00   -0.1122    0.0080
    179.00   -0.0755    0.0065
    180.00   -0.0364    0.0060
