AeroDyn airfoil file Created with QBlade v0.96 64bit on 30.03.2022 at 16:37:11 Compatible with AeroDyn v13.0.
Polar "T1_Re1.000_M0.00_N9.0 360 M" on Foil "T1_Re1.000_M0.00_N9.0" :: generated by QBlade
1              Number of airfoil tables in this file
0              Table ID parameter
13.50          Stall angle (deg)
0              No longer used, enter zero
0              No longer used, enter zero
0              No longer used, enter zero
-5.90          Angle of attack for zero Cn for linear Cn curve (deg)
7.23628        Cn slope for zero lift for linear Cn curve (1/rad)
-0.4663        Cn at stall value for positive angle of attack for linear Cn curve
-0.4939        Cn at stall value for negative angle of attack for linear Cn curve
-4.00          Angle of attack for minimum CD (deg)
0.0069         Minimum CD value
      3.50    1.0963    0.0086
      4.00    1.1526    0.0087
      4.50    1.2070    0.0089
      5.00    1.2600    0.0093
      5.50    1.3161    0.0094
      6.00    1.3704    0.0096
      6.50    1.4203    0.0100
      7.00    1.4556    0.0114
      7.50    1.4797    0.0135
      8.00    1.5074    0.0149
      8.50    1.5354    0.0163
      9.00    1.5594    0.0178
      9.50    1.5817    0.0194
     10.00    1.6044    0.0211
     10.50    1.6218    0.0232
     11.00    1.6398    0.0254
     11.50    1.6528    0.0282
     12.00    1.6702    0.0309
     12.50    1.6769    0.0348
     13.00    1.6838    0.0389
     13.50    1.6942    0.0429
     14.00    1.6434    0.0536
     14.50    1.6439    0.0595
     15.00    1.6472    0.0651
     15.50    1.6428    0.0719
     16.00    1.6407    0.0781
     16.50    1.6295    0.0861
     17.00    1.6259    0.0931
     17.50    1.6107    0.1022
     18.00    1.6035    0.1098
     18.50    1.5854    0.1197
     19.00    1.5752    0.1280
     19.50    1.5548    0.1385
     20.00    1.5350    0.1486
     20.50    1.5192    0.1583
     21.00    1.4951    0.1709
     21.50    1.4679    0.1854
     22.00    1.4366    0.2024
     22.50    1.3989    0.2230
     23.00    1.3386    0.2544
     23.50    1.1752    0.3443
     24.00    1.1591    0.3599
     25.00    1.4572    0.2654
     26.00    1.4522    0.2908
     27.00    1.4499    0.3167
     28.00    1.4501    0.3433
     29.00    1.4524    0.3705
     30.00    1.4565    0.3981
     31.00    1.4620    0.4263
     32.00    1.4687    0.4548
     33.00    1.4763    0.4838
     34.00    1.4846    0.5132
     35.00    1.4933    0.5429
     36.00    1.5023    0.5730
     37.00    1.5113    0.6033
     38.00    1.5202    0.6338
     39.00    1.5287    0.6646
     40.00    1.5369    0.6956
     41.00    1.5444    0.7267
     42.00    1.5513    0.7579
     43.00    1.5574    0.7892
     44.00    1.5626    0.8206
     45.00    1.5668    0.8519
     46.00    1.5699    0.8833
     47.00    1.5719    0.9146
     48.00    1.5726    0.9458
     49.00    1.5721    0.9768
     50.00    1.5703    1.0077
     51.00    1.5670    1.0384
     52.00    1.5624    1.0689
     53.00    1.5562    1.0991
     54.00    1.5486    1.1290
     55.00    1.5394    1.1585
     56.00    1.5287    1.1877
     57.00    1.5164    1.2165
     58.00    1.5025    1.2448
     59.00    1.4870    1.2727
     60.00    1.4698    1.3000
     61.00    1.4511    1.3268
     62.00    1.4307    1.3530
     63.00    1.4086    1.3786
     64.00    1.3850    1.4036
     65.00    1.3598    1.4279
     66.00    1.3329    1.4515
     67.00    1.3045    1.4744
     68.00    1.2745    1.4965
     69.00    1.2430    1.5179
     70.00    1.2099    1.5384
     71.00    1.1754    1.5582
     72.00    1.1394    1.5770
     73.00    1.1020    1.5950
     74.00    1.0632    1.6121
     75.00    1.0231    1.6282
     76.00    0.9817    1.6435
     77.00    0.9390    1.6577
     78.00    0.8951    1.6710
     79.00    0.8501    1.6833
     80.00    0.8039    1.6946
     81.00    0.7567    1.7048
     82.00    0.7086    1.7140
     83.00    0.6595    1.7222
     84.00    0.6095    1.7293
     85.00    0.5587    1.7354
     86.00    0.5072    1.7404
     87.00    0.4550    1.7443
     88.00    0.4023    1.7471
     89.00    0.3490    1.7489
     90.00    0.2952    1.7495
     91.00    0.2411    1.7491
     92.00    0.1866    1.7476
     93.00    0.1320    1.7450
     94.00    0.0771    1.7413
     95.00    0.0222    1.7366
     96.00   -0.0327    1.7307
     97.00   -0.0875    1.7238
     98.00   -0.1421    1.7159
     99.00   -0.1966    1.7069
    100.00   -0.2507    1.6969
    101.00   -0.3044    1.6859
    102.00   -0.3576    1.6738
    103.00   -0.4103    1.6608
    104.00   -0.4623    1.6468
    105.00   -0.5136    1.6319
    106.00   -0.5642    1.6160
    107.00   -0.6139    1.5992
    108.00   -0.6626    1.5815
    109.00   -0.7104    1.5629
    110.00   -0.7570    1.5435
    111.00   -0.8025    1.5233
    112.00   -0.8468    1.5022
    113.00   -0.8898    1.4804
    114.00   -0.9314    1.4579
    115.00   -0.9717    1.4346
    116.00   -1.0104    1.4107
    117.00   -1.0585    1.3861
    118.00   -1.0940    1.3609
    119.00   -1.1278    1.3351
    120.00   -1.1600    1.3087
    121.00   -1.1904    1.2818
    122.00   -1.2191    1.2544
    123.00   -1.2460    1.2265
    124.00   -1.2710    1.1983
    125.00   -1.2941    1.1696
    126.00   -1.3154    1.1406
    127.00   -1.3346    1.1112
    128.00   -1.3520    1.0816
    129.00   -1.3673    1.0518
    130.00   -1.3807    1.0217
    131.00   -1.3921    0.9915
    132.00   -1.4014    0.9611
    133.00   -1.4087    0.9307
    134.00   -1.4140    0.9001
    135.00   -1.4173    0.8696
    136.00   -1.4187    0.8391
    137.00   -1.4180    0.8086
    138.00   -1.4153    0.7783
    139.00   -1.4107    0.7481
    140.00   -1.4042    0.7180
    141.00   -1.3957    0.6882
    142.00   -1.3854    0.6585
    143.00   -1.3733    0.6292
    144.00   -1.3594    0.6002
    145.00   -1.3437    0.5715
    146.00   -1.3264    0.5432
    147.00   -1.3074    0.5154
    148.00   -1.2868    0.4879
    149.00   -1.2647    0.4610
    150.00   -1.2411    0.4346
    151.00   -1.2162    0.4087
    152.00   -1.1899    0.3834
    153.00   -1.1624    0.3588
    154.00   -1.1337    0.3347
    155.00   -1.1039    0.3113
    156.00   -1.0731    0.2887
    157.00   -1.0414    0.2667
    158.00   -1.0090    0.2455
    159.00   -0.9758    0.2250
    160.00   -0.9420    0.2054
    161.00   -0.9078    0.1866
    162.00   -0.8732    0.1686
    163.00   -0.8384    0.1514
    164.00   -0.8035    0.1352
    165.00   -0.7687    0.1198
    166.00   -0.7342    0.1054
    167.00   -0.7001    0.0919
    168.00   -0.6665    0.0793
    169.00   -0.6338    0.0677
    170.00   -0.6020    0.0571
    171.00   -0.5712    0.0474
    172.00   -0.5414    0.0388
    173.00   -0.5124    0.0311
    174.00   -0.4834    0.0245
    175.00   -0.4530    0.0188
    176.00   -0.4188    0.0142
    177.00   -0.3771    0.0106
    178.00   -0.3238    0.0081
    179.00   -0.2557    0.0065
    180.00   -0.1722    0.0060
