AeroDyn airfoil file Created with QBlade v0.96 64bit on 04.10.2021 at 17:51:19 Compatible with AeroDyn v13.0.
Polar "Root_T1_Re5.5_M0.00_N9.0 360 M" on Foil "Root_T1_Re5.5_M0.00_N9.0" :: generated by QBlade
1              Number of airfoil tables in this file
0              Table ID parameter
16.50          Stall angle (deg)
0              No longer used, enter zero
0              No longer used, enter zero
0              No longer used, enter zero
-1.30          Angle of attack for zero Cn for linear Cn curve (deg)
6.47105        Cn slope for zero lift for linear Cn curve (1/rad)
0.8930         Cn at stall value for positive angle of attack for linear Cn curve
-0.8417        Cn at stall value for negative angle of attack for linear Cn curve
6.50           Angle of attack for minimum CD (deg)
0.0114         Minimum CD value
    -31.00   -0.6068    0.4398
    -30.00   -0.5958    0.4147
    -29.00   -0.5843    0.3901
    -28.00   -0.5723    0.3660
    -27.00   -0.5599    0.3424
    -26.00   -0.5472    0.3194
    -25.00   -0.5343    0.2969
    -24.00   -0.5214    0.2750
    -23.00   -0.5088    0.2537
    -22.00   -0.4967    0.2330
    -21.00   -0.4855    0.2129
    -20.00   -0.4760    0.1933
    -19.00   -0.4692    0.1743
    -18.00   -0.4664    0.1557
    -17.00   -0.4699    0.1375
    -16.00   -0.4831    0.1195
    -15.00   -0.5110    0.1015
    -14.00   -0.5602    0.0832
    -13.00   -0.6363    0.0647
    -12.00   -0.7361    0.0468
    -11.00   -0.8332    0.0313
    -10.00   -0.8802    0.0210
     -9.00   -0.8496    0.0161
     -8.00   -0.7615    0.0146
     -7.00   -0.6511    0.0141
     -6.00   -0.5371    0.0138
     -5.00   -0.4288    0.0139
     -4.50   -0.3590    0.0163
     -4.00   -0.3025    0.0163
     -3.50   -0.2479    0.0159
     -3.00   -0.1925    0.0157
     -2.50   -0.1365    0.0155
     -2.00   -0.0801    0.0155
     -1.50   -0.0233    0.0154
     -1.00    0.0335    0.0155
     -0.50    0.0903    0.0157
      0.00    0.1469    0.0159
      0.50    0.2034    0.0161
      1.00    0.2601    0.0163
      1.50    0.3156    0.0163
      2.00    0.3692    0.0153
      2.50    0.4257    0.0151
      3.00    0.4830    0.0150
      3.50    0.5415    0.0148
      4.00    0.6019    0.0144
      4.50    0.6505    0.0155
      5.00    0.7177    0.0139
      5.50    0.7784    0.0131
      6.00    0.8400    0.0122
      6.50    0.8975    0.0114
      7.00    0.9169    0.0127
      7.50    0.9290    0.0147
      8.00    0.9353    0.0163
      8.50    0.9453    0.0182
      9.00    0.9560    0.0203
      9.50    0.9657    0.0231
     10.00    0.9752    0.0264
     10.50    0.9914    0.0293
     11.00    1.0007    0.0329
     11.50    0.9996    0.0373
     12.00    1.0238    0.0398
     12.50    1.0345    0.0433
     13.00    1.0398    0.0477
     13.50    1.0496    0.0520
     14.00    1.0640    0.0558
     14.50    1.0807    0.0596
     15.00    1.0940    0.0639
     15.50    1.1009    0.0690
     16.00    1.1007    0.0755
     16.50    1.1022    0.0822
     17.00    1.0943    0.0905
     17.50    1.0875    0.0989
     18.00    1.0733    0.1090
     18.50    1.0534    0.1204
     19.00    1.0247    0.1337
     20.00    0.9988    0.1567
     21.00    0.9769    0.1780
     22.00    0.9591    0.2001
     23.00    0.9452    0.2229
     24.00    0.9349    0.2463
     25.00    0.9278    0.2703
     26.00    0.9234    0.2948
     27.00    0.9214    0.3198
     28.00    0.9214    0.3452
     29.00    0.9230    0.3711
     30.00    0.9259    0.3974
     31.00    0.9298    0.4241
     32.00    0.9345    0.4512
     33.00    0.9398    0.4786
     34.00    0.9454    0.5064
     35.00    0.9512    0.5345
     36.00    0.9571    0.5628
     37.00    0.9630    0.5914
     38.00    0.9686    0.6202
     39.00    0.9739    0.6492
     40.00    0.9789    0.6783
     41.00    0.9834    0.7076
     42.00    0.9873    0.7370
     43.00    0.9907    0.7664
     44.00    0.9934    0.7959
     45.00    0.9954    0.8254
     46.00    0.9967    0.8549
     47.00    0.9972    0.8843
     48.00    0.9968    0.9136
     49.00    0.9956    0.9428
     50.00    0.9936    0.9719
     51.00    0.9906    1.0007
     52.00    0.9867    1.0293
     53.00    0.9818    1.0577
     54.00    0.9760    1.0857
     55.00    0.9692    1.1135
     56.00    0.9615    1.1408
     57.00    0.9527    1.1678
     58.00    0.9429    1.1944
     59.00    0.9322    1.2205
     60.00    0.9204    1.2461
     61.00    0.9077    1.2712
     62.00    0.8939    1.2958
     63.00    0.8791    1.3198
     64.00    0.8634    1.3432
     65.00    0.8467    1.3659
     66.00    0.8290    1.3880
     67.00    0.8103    1.4095
     68.00    0.7907    1.4302
     69.00    0.7702    1.4501
     70.00    0.7488    1.4693
     71.00    0.7264    1.4878
     72.00    0.7032    1.5054
     73.00    0.6792    1.5222
     74.00    0.6543    1.5382
     75.00    0.6286    1.5532
     76.00    0.6021    1.5674
     77.00    0.5749    1.5808
     78.00    0.5469    1.5931
     79.00    0.5183    1.6046
     80.00    0.4890    1.6151
     81.00    0.4591    1.6247
     82.00    0.4286    1.6332
     83.00    0.3975    1.6408
     84.00    0.3660    1.6475
     85.00    0.3339    1.6531
     86.00    0.3014    1.6577
     87.00    0.2685    1.6613
     88.00    0.2352    1.6639
     89.00    0.2016    1.6655
     90.00    0.1677    1.6660
     91.00    0.1336    1.6656
     92.00    0.0993    1.6641
     93.00    0.0649    1.6616
     94.00    0.0303    1.6581
     95.00   -0.0043    1.6536
     96.00   -0.0389    1.6481
     97.00   -0.0735    1.6416
     98.00   -0.1080    1.6341
     99.00   -0.1424    1.6256
    100.00   -0.1766    1.6161
    101.00   -0.2105    1.6057
    102.00   -0.2443    1.5944
    103.00   -0.2777    1.5821
    104.00   -0.3107    1.5689
    105.00   -0.3433    1.5549
    106.00   -0.3755    1.5399
    107.00   -0.4072    1.5241
    108.00   -0.4383    1.5074
    109.00   -0.4689    1.4899
    110.00   -0.4988    1.4716
    111.00   -0.5281    1.4526
    112.00   -0.5566    1.4328
    113.00   -0.5844    1.4122
    114.00   -0.6114    1.3910
    115.00   -0.6423    1.3690
    116.00   -0.6676    1.3464
    117.00   -0.6919    1.3232
    118.00   -0.7153    1.2994
    119.00   -0.7377    1.2751
    120.00   -0.7592    1.2502
    121.00   -0.7795    1.2248
    122.00   -0.7989    1.1989
    123.00   -0.8171    1.1726
    124.00   -0.8342    1.1458
    125.00   -0.8502    1.1187
    126.00   -0.8650    1.0913
    127.00   -0.8786    1.0635
    128.00   -0.8910    1.0355
    129.00   -0.9022    1.0072
    130.00   -0.9121    0.9787
    131.00   -0.9208    0.9500
    132.00   -0.9282    0.9212
    133.00   -0.9344    0.8923
    134.00   -0.9392    0.8634
    135.00   -0.9428    0.8344
    136.00   -0.9451    0.8054
    137.00   -0.9461    0.7764
    138.00   -0.9459    0.7475
    139.00   -0.9443    0.7188
    140.00   -0.9415    0.6902
    141.00   -0.9374    0.6617
    142.00   -0.9321    0.6335
    143.00   -0.9255    0.6055
    144.00   -0.9177    0.5778
    145.00   -0.9087    0.5504
    146.00   -0.8985    0.5234
    147.00   -0.8871    0.4968
    148.00   -0.8746    0.4705
    149.00   -0.8610    0.4448
    150.00   -0.8463    0.4195
    151.00   -0.8305    0.3947
    152.00   -0.8137    0.3704
    153.00   -0.7960    0.3467
    154.00   -0.7773    0.3237
    155.00   -0.7578    0.3012
    156.00   -0.7374    0.2794
    157.00   -0.7162    0.2583
    158.00   -0.6943    0.2378
    159.00   -0.6718    0.2181
    160.00   -0.6487    0.1992
    161.00   -0.6250    0.1810
    162.00   -0.6010    0.1637
    163.00   -0.5766    0.1471
    164.00   -0.5521    0.1314
    165.00   -0.5275    0.1166
    166.00   -0.5030    0.1026
    167.00   -0.4787    0.0895
    168.00   -0.4548    0.0773
    169.00   -0.4316    0.0661
    170.00   -0.4092    0.0557
    171.00   -0.3877    0.0464
    172.00   -0.3671    0.0379
    173.00   -0.3471    0.0305
    174.00   -0.3267    0.0240
    175.00   -0.3040    0.0185
    176.00   -0.2758    0.0140
    177.00   -0.2378    0.0105
    178.00   -0.1858    0.0080
    179.00   -0.1181    0.0065
    180.00   -0.0372    0.0060
 
